name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,
A. Zendejas RM RW LM,25,74,75,"United States
Free",226579,"165cm / 5'5""",64kg / 141lbs,Left,74,RM,1,€0,€0,€0,299,70,69,50,68,42,342,83,56,61,65,77,386,82,84,85,56,79,344,61,71,74,67,71,313,59,60,67,67,60,55,143,37,65,41,48,8,11,12,6,11,1875,413,1,83,66,67,78,52,
J. St. Juste CB RB,26,77,80,"Sporting CP
2022 ~ 2026",226853,"186cm / 6'1""",76kg / 168lbs,Right,79,CB,3,€12M,€13K,€24.9M,313,61,59,70,75,48,299,75,36,42,71,75,414,90,96,79+4,79,70+4,341,66,85+1,68,74+3,48,339,72,82,64,62,59,68,235,81,78,76,59,12,14,9,13,11,2000,443,2,93,58,65,75,79,
R. Bentancur CM CDM,26,82,85,"Tottenham Hotspur
2022 ~ 2026",227535,"187cm / 6'2""",73kg / 161lbs,Right,84,CM,3,€39.5M,€100K,€78M,365,76,68,65,85,71,392,85,71,68,83,85,365,70,70,70,79,76,363,71,74,81,72,65,383,78,82,73,83,67,86,240,79,83,78,55,8,7,14,14,12,2163,457,2,70,68,81,83,79,
M. Mittelstädt LB LWB LM,26,77,78,"VfB Stuttgart
2023 ~ 2026",227647,"180cm / 5'11""",71kg / 157lbs,Left,77,LB,1,€11.5M,€24K,€20.4M,313,75,56,66,73,43,333,74,73,46,67,73,381,79,74,76,74,78,360,74,75,78,63,70,324,76,82,64,60,42,73,222,74,76,72,56,13,10,7,13,13,1989,425,2,76,61,69,74,75,
V. Pavlidis ST,24,80,83,"AZ Alkmaar
2021 ~ 2025",229188,"183cm / 6'0""",82kg / 181lbs,Right,82,ST,3,€29M,€15K,€45.7M,369,57,85,77,74,76,350,79,68,54,71,78,374,75,72,71,79,77,407,83,81,84,81,78,325,77,30,81,67,70,77,125,44,44,37,61,13,11,10,13,14,2011,425,1,73,82,67,78,44,
A. Robinson LB,25,78,79,"Fulham
2020 ~ 2028",229348,"182cm / 6'0""",70kg / 154lbs,Left,78,LB,1,€15.5M,€66K,€30.6M,296,74,44,60,73,45,324,79,61,39,72,73,401,87,89,79,75,71,324,46,81,81,73,43,335,81,75,71,63,45,67,218,68,76,74,59,12,9,15,14,9,1957,428,1,88,46,69,76,72,
Unai Simón GK,26,85,86,"Athletic Club
2015 ~ 2025",230869,"190cm / 6'3""",89kg / 196lbs,Right,85,GK,1,€47.5M,€38K,€103.3M,103,16,14,18,38,17,96,12,20,14,34,16,262,48,50,37,80,47,264,57,74,44,76,13,141,29,26,14,48,24,46,41,11,18,12,413,85,81,76,85,86,1320,462,3,85,81,76,86,49,
Carlos Augusto LM,24,79,82,"Inter
Jun 30, 2024 On loan",258648,"184cm / 6'0""",75kg / 165lbs,Left,81,LWB,3,€24M,€48K,€0,370,79,68,72,78,73,386,80,77,74,74,81,393,80,81,80,76,76,405,79,86,85,78,77,359,78,75,78,76,52,77,231,75,78,78,53,11,12,5,12,13,2197,466,1,81,72,77,80,76,
D. Rensch RB CB LB,20,74,82,"Ajax
2019 ~ 2025",258826,"179cm / 5'10""",73kg / 161lbs,Right,74,RB,8,€9M,€9K,€14.4M,308,62,60,68,76,42,297,70,48,38,66,75,357,75,75,74,71,62,320,57,74,76,63,50,322,70,73,73,64,42,67,219,73,74,72,47,10,8,9,13,7,1870,409,1,75,56,66,71,73,
O. Popescu LW RW,20,69,82,"FCSB
2020 ~ 2024",258942,"180cm / 5'11""",66kg / 146lbs,Right,71,CAM,13,€3.4M,€7K,€6.7M,296,66,63,40,68,59,345,72,73,60,67,73,385,81,82,82,60,80,312,70,53,76,45,68,270,58,30,58,68,56,60,87,27,34,26,61,15,12,14,11,9,1756,374,1,82,65,67,73,31,
M. Vitík CB,20,75,82,"Sparta Praha
2019 ~ 2026",259748,"193cm / 6'4""",83kg / 183lbs,Right,77,CB,7,€10.5M,€700,€25.2M,233,31,33,73,68,28,254,63,32,30,62,67,313,71,75,48,74,45,323,60,85,63,81-1,34,287,72,76,51,66,22,67,223,73,76,74,53,15,12,8,8,10,1686,381,1,73,39,56,63,75,
S. Adingra RM LM,21,75+1,82,"Brighton & Hove Albion
2022 ~ 2026",260779,"175cm / 5'9""",65kg / 143lbs,Right,76,CAM,7,€11.5M,€47K,€24.2M,312,68+2,74+1,32,70+2,68,332,79,63,53,62,75,415,89+1,86+3,86,71+3,83,305,70,55,69+2,45,66,274,47,25,70+2,74,58,78,89,27,31,31,51,8,13,6,14,10,1778,384,1,87,70,68,78,29,
S. Shoretire CAM ST LW,19,62,79,"Manchester United
2021 ~ 2024",260910,"175cm / 5'9""",70kg / 154lbs,Right,64,CAM,17,€1M,€9K,€2.5M,270,54,56,51,58,51,283,65,58,43,53,64,375,72,73,84,59,87,272,53,59,59,51,50,267,55,36,63,63,50,62,106,32,40,34,36,7,7,8,5,9,1609,342,1,73,54,57,67,37,
K. Schade LW ST RW,21,72,82,"Brentford
2023 ~ 2028",260926,"185cm / 6'1""",74kg / 163lbs,Right,72,LW,10,€5.5M,€29K,€11.6M,331,68,68,69,66,60,264,74,44,35,41,70,408,93,94,78,65,78,326,68,82,58,64,54,278,68,23,69,61,57,60,73,20,30,23,51,13,11,8,9,10,1731,382,1,94,64,59,72,29,
A. Omobamidele CB,21,70,79,"Nottingham Forest
2023 ~ 2028",261647,"190cm / 6'3""",78kg / 172lbs,Right,72,CB,9,€3.3M,€20K,€6.9M,209,25,24,68,65,27,221,53,36,15,58,59,324,74,72,63,63,52,289,42,83,67,81,16,254,69,69,41,50,25,63,210,70,71,69,40,8,10,7,8,7,1547,351,1,73,27,49,57,70,
Sergi Cardona LB LM,23,75,80,"Las Palmas
2020 ~ 2024",262402,"186cm / 6'1""",76kg / 168lbs,Left,75,LB,5,€8M,€15K,€17.4M,280,69,40,65,71,35,274,67,46,34,57,70,364,84,78,70,63,69,322,60,79,85,69,29,310,70,76,56,64,44,65,220,74,74,72,50,6,11,11,15,7,1820,403,1,81,43,64,68,73,
B. Yılmaz RM LM LB,23,74+1,80,"Galatasaray
2021 ~ 2027",263205,"186cm / 6'1""",72kg / 159lbs,Right,77,ST,6,€6.5M,€29K,€13.7M,333,65,72+3,69,69+3,58,320,75+2,65+3,47,62+2,71+3,414,85,89,83,76+1,81+3,411,78,90,84,87,72,326,80+2,48,73+3,67+2,58,71+5,188,65,65+2,58+2,54,13,9,11,13,8,2046,445,1,87,72,65,75,61,
C. Doyle LB CB,19,71,83,"Leicester City
Jun 30, 2024 On loan",263390,"188cm / 6'2""",85kg / 187lbs,Left,75,CB,12,€4.3M,€28K,€0,276,60,23,72,74,47,319,71,59,42,73,74,302,63,56,56,69,58,324,48,80,70,76,50,298,74,72,43,65,44,71,218,72,73,73,45,9,10,11,8,7,1782,379,1,59,37,67,70,72,
Copete CB,23,75,83,"Mallorca
2022 ~ 2026",263396,"192cm / 6'4""",73kg / 161lbs,Left,77,CB,8,€11.5M,€19K,€26.5M,255,36,32,77,74,36,245,50,35,29,60,71,278,61,54,40,73,50,279,43,78,66,70,22,271,75,76,31,44,45,62,231,77,78,76,54,11,13,9,13,8,1613,348,1,57,33,54,57,77,
J. James CM CAM CDM,18,65,77,"Birmingham City
2020 ~ 2025",265514,"178cm / 5'10""",65kg / 143lbs,Right,67,CAM,12,€1.7M,€2K,€3.6M,276,53,65,50,67,41,287,65,48,40,66,68,337,68,67,65,62,75,308,61,62,68,60,57,301,63,62,63,67,46,63,189,64,63,62,48,15,6,11,8,8,1746,380,1,67,60,62,66,62,
P. Wanner CAM LM RM,17,66,86,"Elversberg
Jun 30, 2024 On loan",266237,"185cm / 6'1""",72kg / 159lbs,Left,68,CAM,20,€2.3M,€2K,€0,269,54,49,51,71,44,313,71,58,45,64,75,348,76,62,74,62,74,259,61,53,60,36,49,272,48,48,59,67,50,60,126,42,41,43,56,7,12,13,11,13,1643,345,1,68,52,64,72,44,
A. Adams ST,23,74,81,"Montpellier
2023 ~ 2026",266256,"190cm / 6'3""",92kg / 203lbs,Right,76,ST,7,€8.5M,€20K,€18.7M,328,48,75,69,64,72,298,69,57,54,45,73,375,79,82,67,73,74,388,76,86,74,83,69,277,58,24,73,59,63,72,75,26,25,24,43,7,7,14,8,7,1784,386,1,81,73,56,71,29,
J. Belocian CB LB,18,69,81,"Rennes
2021 ~ 2025",268622,"182cm / 6'0""",73kg / 161lbs,Left,71,CB,12,€3M,€5K,€6.3M,265,61,32,69,68,35,298,63,55,48,64,68,337,65,72,67,65,68,293,54,75,53,72,39,292,71,67,48,55,51,59,208,68,71,69,63,13,15,13,15,7,1756,372,1,69,40,62,65,69,
Diego Moreira LM RM,18,68,81+1,"Chelsea
2023 ~ 2028",270039,"179cm / 5'10""",73kg / 161lbs,Left,69,LM,13,€2.8M,€11K,€7.1M,280,60,60,39,63,58+4,313,73,63,47+5,59+1,71-2,394,85,85,83,60-3,81,310,65,64,60-8,62-1,59+5,266,60-6,24+1,60+4,62,60,68-2,90,28,34-1,28-1,47,9,11,6,8,13,1700,371,1,85,61,61,73,30,
Mateus Fernandes CM CAM,18,71+1,83,"Estoril
Jun 30, 2024 On loan",270857,"178cm / 5'10""",72kg / 159lbs,Right,74,CAM,12,€4.3M,€3K,€0,307,57,58+5,56,76+1,60,349,74,69,59,72,75+2,387,77,74,84,71+1,81,320,62,71,63,62,62+4,327,58,62+3,72+1,71-1,64,72,165,55+7,61+2,49,36,6,5,12,8,5,1891,400,1,75,61,69,75,58,
Y. Chermiti ST,19,71,82,"Everton
2023 ~ 2027",270866,"192cm / 6'4""",81kg / 179lbs,Right,73,ST,11,€4.1M,€16K,€8.6M,319,39,73,74,68,65,287,68,52,40,57,70,326,71,70,65,73,47,344,71,77,60,79,57,280,61,33,73,49,64,68,79,29,25,25,43,7,8,15,6,7,1678,366,1,70,69,55,68,33,
L. Ulrich CM CAM LM,18,61,81,"VfB Stuttgart
2022 ~ 2026",270901,"180cm / 5'11""",76kg / 168lbs,Right,65,CAM,20,€900K,€1K,€2.4M,277,55,57,44,66,55,302,67,52,54,62,67,356,73,74,77,56,76,310,65,59,62,64,60,263,54,47,55,59,48,60,129,46,45,38,52,8,14,6,12,12,1689,368,1,74,59,61,68,45,
B. Clark CM LW,18,62,78,"Liverpool
2021 ~ 2026",271974,"178cm / 5'10""",67kg / 148lbs,Right,66,CAM,16,€1M,€5K,€2.5M,276,56,55,47,66,52,308,69,58,51,61,69,341,70,65,70,63,73,272,56,54,58,54,50,278,58,50,58,64,48,64,150,49,53,48,55,7,13,11,11,13,1680,358,1,67,54,62,69,50,
A. Engels CM CDM,19,72,83,"FC Augsburg
2023 ~ 2027",272874,"185cm / 6'1""",78kg / 172lbs,Right,74,CM,11,€5M,€11K,€10M,321,70,62,57,77,55,360,75,73,68,70,74,358,70,66,76,71,75,347,74,68,79,65,61,337,76,65,63,73,60,66,186,62,64,60,56,11,12,8,12,13,1965,413,1,68,64,73,74,63,
G. Orban ST,20,74,83,"Olympique Lyonnais
2024 ~ 2028",273564,"178cm / 5'10""",70kg / 154lbs,Right,76,ST,9,€9.5M,€24K,€20M,334,58,81,58,61,76,350,73,74,74,58,71,379,76,78,73,75,77,361,83,73,60,69,76,273,48,17,74,63,71,78,37,10,17,10,52,10,6,14,12,10,1786,372,1,77,79,62,73,18,
J. Quansah CB,20,72,82,"Liverpool
2021 ~ 2027",273651,"190cm / 6'3""",80kg / 176lbs,Right,74,CB,10,€4.8M,€38K,€9.8M,244,38,26,72,69,39,278,65,38,37,70,68,324,67,77,61,66,53,305,52,82,69,79,23,274,73,70,36,50,45,70,216,73,71,72,44,9,6,11,9,9,1685,374,1,73,33,56,65,72,
R. Vata RW LW ST,18,64,82,"Celtic
2021 ~ 2024",275196,"178cm / 5'10""",67kg / 148lbs,Right,65,RM,18,€1.5M,€5K,€3.6M,262,55,57,37,57,56,285,70,58,39,52,66,397,88,82,85,60,82,290,70,58,56,51,55,242,51,33,56,53,49,57,91,28,35,28,51,8,15,8,9,11,1618,353,1,85,59,54,70,32,
M. Faye CB LB,18,63,79,"FC Barcelona
2023 ~ 2027",277118,"186cm / 6'1""",81kg / 179lbs,Left,65,CB,16,€1.1M,€6K,€2.9M,235,62,16,64,58,35,262,49,47,63,46,57,323,76,74,63,63,47,368,75,83,65,77,68,234,70,59,44,29,32,52,176,54,63,59,37,11,5,5,9,7,1635,353,1,75,41,51,54,59,
M. Kayode RB RWB,18,66,82,"Fiorentina
2023 ~ 2028",277869,"179cm / 5'10""",70kg / 154lbs,Right,66,RB,16,€2.1M,€4K,€4.9M,239,56,32,51,58,42,254,71,39,34,50,60,328,69,69,59,63,68,241,31,57,66,54,33,274,70,68,58,38,40,55,204,68,70,66,53,9,8,8,14,14,1593,345,1,69,34,50,65,67,
Héctor Fort RB CB,16,64,82,"FC Barcelona
2022 ~ 2025",278923,"185cm / 6'1""",78kg / 172lbs,Right,64,RB,18,€1.4M,€1K,€3.7M,254,68,35,64,64,23,266,54,52,38,62,60,338,68,74,60,59,77,249,43,69,55,60,22,271,70,60,51,49,41,45,180,61,60,59,40,7,10,6,8,9,1598,345,1,71,35,60,57,61,
J. Gomez CB RB LB,26,80,83,"Liverpool
2015 ~ 2027",225100,"188cm / 6'2""",77kg / 170lbs,Right,82,CB,3,€24.5M,€100K,€47.2M,270,73,20,75,78,24,307,72,55,29,76,75,369,75,87,64,78,65,310,46,86,75,81,22,306,79,80,56,65,26,74,240,79,82,79,49,8,13,14,7,7,1851,412,2,82,28,71,72,80,
A. Golovin CF LM,27,80,80,"Monaco
2018 ~ 2026",225663,"178cm / 5'10""",69kg / 152lbs,Right,81,CAM,0,€23M,€63K,€43.7M,352,78,75,46,81,72,405,83,82,81,76,83,398,76,77,86,82,77,367,78,63,86+5,56,84,368,76,71,80,81,60,80,183,45,72,66,66,12,14,14,10,16,2139,446,3,77,77,80,83,61,
T. Cantwell CAM CM RM,25,75,78,"Rangers
2023 ~ 2027",225748,"177cm / 5'10""",70kg / 154lbs,Right,77,CAM,3,€7.5M,€44K,€14.1M,315,65,70,43,75,62,357,75,70,64,68,80,373,74,70,81,74,74,298,66,53,66,46,67,299,48,41,72,80,58,77,121,47,44,30,63,10,8,14,15,16,1826,384,1,72,68,72,77,43,
K. Walker-Peters RB LB,26,76,77,"Southampton
2020 ~ 2025",227927,"173cm / 5'8""",62kg / 137lbs,Right,76,RB,1,€8M,€38K,€15.8M,284,74,41,65,74,30,299,74,56,31,62,76,376,73,77,74,74,78,307,45,73,80,64,45,299,70,73,63,61,32,60,220,73,76,71,47,9,8,7,11,12,1832,402,1,75,43,67,74,73,
N. Loosli CB,26,67,70,"VfL Bochum 1848
2023 ~ 2026",228243,"186cm / 6'1""",84kg / 185lbs,Right,69,CB,3,€1.2M,€8K,€2.3M,243,37,45,72,58,31,226,52,31,27,60,56,323,68,72,65,56,62,333,50,84,75,81,43,228,64,67,26,35,36,55,195,62,67,66,49,11,8,10,7,13,1597,358,1,70,44,47,55,66,
H. Choudhury RB CDM CM,25,72,74,"Leicester City
2015 ~ 2027",228332,"178cm / 5'10""",64kg / 141lbs,Right,74,CB,2,€2.7M,€26K,€5.1M,293,61,45,64,74,49,310,64,58,54,66,68,339,65,65,74,64,71,323,68,71,69,70,45,322,88,74,56,59,45,69,222,73,73,76,52,9,14,8,10,11,1861,393,1,65,50,65,67,73,
E. Ávila ST RM LM,29,79,79,"Real Betis
2024 ~ 2027",228520,"172cm / 5'8""",81kg / 179lbs,Right,79,ST,0,€17.5M,€32K,€36.8M,370,59,79,82,71,79,332,78,58,57,62,77,391,74,82,71,78,86,416,85,92,76,86,77,351,90,38,78,68,77,72,125,38,46,41,47,11,6,6,10,14,2032,430,2,78,80,65,77,45,
D. Zakaria CDM CM CB,26,79,82,"Monaco
2023 ~ 2028",229261,"190cm / 6'3""",81kg / 179lbs,Right,81,CB,3,€20.5M,€50K,€40.5M,311,68,62,67,79,35,338,78,63,46,74,77,366,72,87,67,78,62,392,80,83,76,87,66,348,87,77,65,71,48,82,239,80,81,78,55,12,12,7,13,11,2049,455,2,80,65,72,76,78,
F. Kessié CDM CM,26,82,84,"Al Ahli Jeddah
2023 ~ 2026",230938,"183cm / 6'0""",74kg / 163lbs,Right,83,CDM,2,€34M,€46K,€60.4M,350,66,75,68,81,60,350,78,61,54,75,82,383,77,80,70,79,77,427,84,85,93,87,78,404,82,82,76,76,88,83,243,83,82,78,54,9,11,12,12,10,2211,477,3,79,77,74,79,81,
T. Awoniyi ST,25,77,80,"Nottingham Forest
2022 ~ 2027",230978,"189cm / 6'2""",85kg / 187lbs,Right,79,ST,3,€14M,€63K,€27.7M,349,57,78,77,69,68,297,72,55,44,56,70,359,71,83,66,77,62,394,82,90,68,88,66,312,77,33,79,53,70,63,75,25,27,23,44,10,7,9,8,10,1830,397,1,78,76,60,70,32,
L. Blas RW RM CAM,25,77,78,"Rennes
2023 ~ 2027",231102,"180cm / 5'11""",77kg / 170lbs,Left,79,CAM,1,€12.5M,€46K,€24.7M,358,72,74,58,78,76,383,82,77,69,74,81,376,77,70,80,73,76,369,82,72,72,63,80,353,55,66,75,77,80,84,170,47,64,59,64,12,9,14,14,15,2073,429,2,73,77,76,81,58,
Richarlison ST LW,26,81,83,"Tottenham Hotspur
2022 ~ 2027",231943,"184cm / 6'0""",71kg / 157lbs,Right,83,ST,2,€32.5M,€100K,€64.2M,396,73,81,84,77,81,364,80,76,65,61,82,384,79,76,83,81,65,397,83,89,78,75,72,366,84,46,84,75,77,82,149,43,58,48,51,12,7,8,11,13,2107,441,3,77,80,73,80,53,
M. Travers GK,24,73,77,"AFC Bournemouth
2016 ~ 2027",232284,"191cm / 6'3""",82kg / 181lbs,Right,73,GK,4,€3.5M,€22K,€6.9M,108,16,14,15,50,13,104,13,14,14,44,19,234,41,38,39,69,47,217,53,61,30,60,13,112,23,13,11,47,18,47,43,14,15,14,361,73,69,70,73,76,1179,401,1,73,69,70,76,40,
Dodô RB,24,77,81,"Fiorentina
2022 ~ 2027",234112,"166cm / 5'5""",68kg / 150lbs,Right,79,RM,4,€14M,€39K,€24.9M,319,78,60,55,77,49,345,77,71,52,66,79,416,85,88,82,75,86,337,66,75,79,67,50,345,73,72,78,72,50,76,217,73,74,70,57,14,14,10,14,5,2036,440,1,87,59,73,78,71,
J. Schouten CDM CM CB,26,79,81,"PSV
2023 ~ 2028",235149,"185cm / 6'1""",74kg / 163lbs,Right,80,CDM,2,€19.5M,€20K,€28.8M,305,57,52,65,79,52,322,75,56,33,79,79,339,65,60,65,78,71,338,65,70,78,67,58,343,70,82,60,74,57,82,231,80,78,73,43,11,7,6,5,14,1921,413,1,62,56,70,76,78,
I. Sangaré CDM CM,25,81,84,"Nottingham Forest
2023 ~ 2028",235173,"191cm / 6'3""",77kg / 170lbs,Right,83,CDM,3,€31M,€70K,€61.2M,339,66,61,71,79,62,354,76,64,62,77,75,352,69,64,64,79,76,400,80,78,87,91,64,365,75,84,68,74,64,76,243,83,82,78,44,7,13,11,6,7,2097,448,3,66,66,74,75,81,
M. Di Gregorio GK,25,79,83,"Monza
2022 ~ 2027",235840,"187cm / 6'2""",82kg / 181lbs,Right,79,GK,4,€19M,€38K,€33.7M,72,13,9,11,28,11,88,18,17,14,19,20,254,45,43,45,66,55,234,54,64,36,62,18,132,26,15,9,65,17,56,45,21,14,10,390,80,76,72,80,82,1215,434,1,80,76,72,82,44,
C. Kouamé ST RW LW,25,77,80,"Fiorentina
2020 ~ 2024",235866,"185cm / 6'1""",70kg / 154lbs,Right,79,ST,3,€14M,€51K,€24.9M,365,70,75,77,74,69,318,79,52,45,65,77,386,78,85,77,78,68,372,75,86,74,71,66,317,71,36,80,69,61,70,104,34,38,32,55,15,13,6,7,14,1917,412,1,82,72,68,77,40,
J. Kluivert RM LM CAM,24,77,82,"AFC Bournemouth
2023 ~ 2028",236920,"171cm / 5'7""",67kg / 148lbs,Right,78,RM,5,€16M,€41K,€31.6M,342,77,71,56,71,67,354,81,72,58,66,77,411,88,88,86,67,82,355,79,74,67,60,75,305,63,30,72,74,66,71,108,43,35,30,44,5,6,14,7,12,1919,412,1,88,73,71,79,38,
K. Danso CB,24,80,83,"Lens
2021 ~ 2027",237985,"190cm / 6'3""",85kg / 187lbs,Right,82,CB,3,€25.5M,€34K,€50.4M,253,44,26,82,70,31,266,59,46,31,62,68,331,66,83-2,57,79,46,329,49,90,75,90,25,300,85,78,43,52,42,74,237,78,82,77,57,12,13,6,11,15,1773,392,2,75,32,57,63,80,
D. Lainez RM CM CAM,23,74,82,"Mexico
Free",237995,"168cm / 5'6""",58kg / 128lbs,Left,75,CAM,8,€0,€0,€0,323,72,64,48,75,64,339,81,67,50,64,77,401,83,71,89,67,91,281,61,57-1,56,42,65,304,61,39,71,67,66,74,155,50,54,51,57,14,13,14,7,9,1860,389,1,76,64,70,80,49,
J. Larsen ST,23,75,82,"Celta de Vigo
2022 ~ 2028",238756,"193cm / 6'4""",79kg / 174lbs,Right,77,ST,7,€11.5M,€21K,€26.5M,332,45,81,75,63,68,296,67,57,45,54,73,353,73,80,66,74,60,397,74,88,84,85,66,303,72,26,80,67,58,73,79,29,27,23,52,7,14,14,8,9,1812,393,1,77,75,58,69,32,
Pepê RM CAM LM,26,80,80,"Porto
2021 ~ 2027",238896,"173cm / 5'8""",72kg / 159lbs,Right,80,RM,0,€23M,€18K,€46M,334,74,76,42,73,69,343,85,61,48,66,83,410,85,86,86,75,78,315,59,61,84,52,59,338,51,72,74,76,65,71,175,70,57,48,52,14,6,13,10,9,1967,430,1,86,68,71,83,62,
E. Demirović CF ST LM,25,78,81,"FC Augsburg
2022 ~ 2026",238900,"185cm / 6'1""",84kg / 185lbs,Right,80,ST,3,€19M,€32K,€35.6M,370,69,80,69,78,74,345,77,73,51,65,79,364,69,74,70,79,72,388,84,78,74,77,75,333,76,36,79,75,67,73,119,38,39,42,39,9,8,9,7,6,1958,417,2,72,79,72,77,41,
Bremer CB,26,84,87,"Juventus
2022 ~ 2027",239580,"187cm / 6'2""",84kg / 185lbs,Right,85,CB,3,€49M,€135K,€87M,287,46,49,85,69,38,262,62,42,24,69,65,375,78,86,65,79,67,360,68,92,76,85,39,312,82,84,58,45,43,78,254,84,87,83,52,13,15,13,5,6,1902,421,1,82,50,56,65,85,
D. Frattesi CM,23,81,85,"Inter
Jun 30, 2024 On loan",239807,"178cm / 5'10""",74kg / 163lbs,Right,83,CAM,4,€36.5M,€22K,€0,356,67,73,61,84,71,381,80,71,65,80,85,393,80,80,77,80,76,368,76,74,81,63,74,371,76,71,76,84,64,79,213,70,73,70,44,5,10,8,11,10,2126,453,1,80,73,78,81,70,
N. Raskin CM CDM,22,75,84,"Rangers
2023 ~ 2028",239810,"178cm / 5'10""",74kg / 163lbs,Right,77,CM,9,€12.5M,€40K,€25M,327,66,58,66,79,58,359,71,69,67,76,76,383,74,67,79,80,83,365,71,75,84,68,67,344,82,71,62,71,58,79,216,70,76,70,59,14,14,13,11,7,2053,428,1,70,63,73,75,72,
A. Gomes CM CAM CDM,22,76,83,"LOSC Lille
2020 ~ 2025",240507,"168cm / 5'6""",56kg / 123lbs,Right,78,CAM,7,€15M,€26K,€31.5M,343,66,71,62,79,65,370,77,70,68,76,79,405,77,76,87,76,89,359,70,75,78,66,70,354,68,72,71,77,66,73,216,71,73,72,63,14,15,14,6,14,2110,441,1,76,70,75,79,71,
N. González RW RM LW,25,81,82,"Fiorentina
2021 ~ 2026",240690,"180cm / 5'11""",72kg / 159lbs,Left,81,RW,1,€31M,€68K,€55M,386,78,80,80,80,68,355,85,65,54,66,85,408,85,88,81,76,78,352,75,81,76,55,65,341,67,39,81,69,85,76,123,38,46,39,38,10,6,9,5,8,2003,428,2,87,76,73,83,45,
R. Baku RB RM,25,77,80,"VfL Wolfsburg
2020 ~ 2025",240709,"176cm / 5'9""",72kg / 159lbs,Right,80,RM,3,€13M,€37K,€23.1M,333,75,71,49,75,63,357,82,79,48,70,78,413,84,79,85,75,90,385,77,74,88,73,73,360,74,75,76,75,60,76,220,72,74,74,46,12,8,7,10,9,2114,455,2,81,72,73,81,71,
P. Daka ST,24,74,77,"Leicester City
2021 ~ 2026",241202,"183cm / 6'0""",71kg / 157lbs,Right,76,ST,3,€6M,€35K,€11.3M,332,51,78,63,64,76,328,74,65,54,61,74,403,87,88,79,77,72,363,75,79,73,66,70,286,63,20,75,53,75,69,62,18,28,16,39,8,6,9,5,11,1813,389,1,88,75,58,74,26,
C. Bassey CB LB,23,75,83,"Fulham
2023 ~ 2027",241436,"185cm / 6'1""",76kg / 168lbs,Left,77,CB,8,€11.5M,€49K,€24.2M,293,68,36,74,66,49,290,66,63,37,60,64,382,78,86,70,70,78,361,64,84,89,88,36,303,76,71,57,55,44,62,220,71,76,73,36,9,7,5,8,7,1885,413,1,82,44,62,66,73,
M. Taremi ST,30,81,81,"Porto
2020 ~ 2024",241788,"185cm / 6'1""",83kg / 183lbs,Right,81,ST,0,€25.5M,€21K,€51M,385,70,84,75,81,75,355,81,74,49,67,84,377,79,77,74,82,65,393,81,80,80,80,72,319,46,23,84,81,85,84,104,38,41,25,52,9,11,9,15,8,1985,426,2,78,81,75,81,38,
A. Sambi Lokonga CM CDM,23,75,80,"Luton Town
Jun 30, 2024 On loan",241928,"183cm / 6'0""",73kg / 161lbs,Right,77,CM,5,€8.5M,€67K,€0,318,68,53,61,78,58,373,77,71,68,77,80,341,62,69,73,72,65,345,68,69,76,69,63,326,72,74,65,74,41,79,203,64,71,68,49,14,7,6,13,9,1955,414,1,66,58,74,77,68,
O. Solbakken RM RW LW,24,73,76,"Norway
Free",242090,"189cm / 6'2""",82kg / 181lbs,Left,74,LM,3,€0,€0,€0,301,67,73,40,70,51,322,72,66,50,60,74,380,80,82,82,65,71,346,68,64,83,66,65,303,58,44,74,66,61,66,99,39,32,28,52,9,12,13,7,11,1803,395,1,81,69,66,73,37,
G. Busio CM CDM,21,73,82,"Venezia
2021 ~ 2025",242332,"170cm / 5'7""",61kg / 134lbs,Right,75,CAM,9,€7M,€3K,€12.6M,309,55,61,58,79,56,360,73,73,66,73,75,390,73,70,87,68,92,337,70,67,76,56,68,331,65,63,68,75,60,73,187,61,68,58,61,15,15,6,12,13,1975,409,1,71,64,72,76,63,
Riqui Puig CM CAM,23,77+1,82+1,"LA Galaxy
2022 ~ 2025",242816,"169cm / 5'7""",56kg / 123lbs,Right,80,CAM,5,€16M,€9K,€25.2M,313,60,66+3,49,82+2,56,362,81+1,69,51,77,84+1,385,74,67,82,77+4,85,297,66,51+1,79+7,33,68,330,65,61,68+4,81+1,55,79+2,166,53,60-5,53,62,12,15,14,12,9,1915,399,1,70,65,74,82,56,
K. Nakamura LW LM,22,74,81,"Stade de Reims 
2023 ~ 2028",242914,"180cm / 5'11""",75kg / 165lbs,Right,76,CAM,7,€8.5M,€20K,€18.7M,337,69,74,52,73,69,369,78,78,70,67,76,371,78,76,78,69,70,369,77,70,81,66,75,307,61,41,73,73,59,74,114,38,41,35,50,7,13,15,8,7,1917,408,1,77,74,71,76,41,
